US Amateur Team East,Parsipanny USA,2002.02.16,1,"Milovanovic,Dragan","Caruana,F",,,A48,"[['d4', 'Nf6'], ['Nf3', 'g6'], ['e3', 'Bg7'], ['Bd3', 'O-O'], ['O-O', 'd5'], ['Nbd2', 'Nbd7'], ['c3', 'b6'], ['e4', 'dxe4\n'], ['Nxe4', 'Bb7'], ['Re1', 'Re8'], ['Bf4', 'Rc8'], ['Qa4', 'a6'], ['Rad1', 'b5'], ['Qc2', 'Nd5'], ['Bg3', 'c6\n'], ['h4', 'c5'], ['dxc5', 'Nxc5'], ['Nxc5', 'Rxc5'], ['Qb1', 'Qb6'], ['h5', 'Bxc3'], ['hxg6', 'hxg6'], ['bxc3', 'Nxc3\n'], ['Qb4', 'Nxd1'], ['Rxd1', 'Bxf3'], ['gxf3', 'Rd8'], ['Be2', 'Rxd1+'], ['Bxd1', 'Rc1'], ['Qd2', 'Qc5\n'], ['Kg2', 'a5'], ['Bf4', 'Rc4'], ['Be3', 'Qd6'], ['Bb3', 'Rh4'], ['Qxa5', 'Qd7'], ['Kf1', 'Qd3+'], ['Kg2', 'Qd7']]",1/2-1/2
GCT Blitz Paris 2017,Paris FRA,2017.06.25,15.4,"Caruana,F","Grischuk,A",,,A05,"[['Nf3', 'Nf6'], ['g3', 'd5'], ['Bg2', 'c6'], ['O-O', 'Bf5'], ['d3', 'e6'], ['b3', 'h6'], ['Bb2', 'Be7'], ['Nbd2', 'O-O\n'], ['c4', 'a5'], ['a3', 'Bh7'], ['Qc2', 'Na6'], ['Ne5', 'Nd7'], ['Nxd7', 'Qxd7'], ['Nf3', 'Rfc8'], ['Bc3', 'Qd8\n'], ['Qb2', 'Bf6'], ['Ne5', 'Nc5'], ['Bd4', 'Qd6'], ['f4', 'dxc4'], ['dxc4', 'Nxb3'], ['Qxb3', 'Qxd4+'], ['Kh1', 'Bxe5\n'], ['fxe5', 'Qxe5'], ['Qxb7', 'Bg6'], ['Ra2', 'Rab8'], ['Qa7', 'Rb2'], ['Rxb2', 'Qxb2'], ['Qxa5', 'Qxe2\n'], ['Qa6', 'Rb8'], ['Qxc6', 'Rb2'], ['c5', 'Rc2'], ['a4', 'Qe3'], ['Qf3', 'Qxc5'], ['h4', 'h5'], ['Ra1', 'Qe5\n'], ['Rg1', 'Rc3'], ['Qf4', 'Qxf4'], ['gxf4', 'Ra3'], ['Bc6', 'Bc2'], ['Rg5', 'Bxa4'], ['Be4', 'Rh3+'], ['Kg2', 'Rxh4\n'], ['Ra5', 'f5'], ['Bf3', 'Rxf4'], ['Bxh5', 'Kh7'], ['Bf7', 'Bb3'], ['Kg3', 'Rg4+'], ['Kh3', 'Bd5'], ['Ra6', 'g6']]",0-1
GCT Blitz Paris 2017,Paris FRA,2017.06.25,16.2,"Bacrot,E","Caruana,F",,,C01,"[['e4', 'e6'], ['d4', 'd5'], ['exd5', 'exd5'], ['Nf3', 'Bg4'], ['h3', 'Bh5'], ['Qe2+', 'Qe7'], ['Be3', 'Nc6'], ['Nc3', 'O-O-O\n'], ['O-O-O', 'Nf6'], ['g4', 'Bg6'], ['Bg2', 'Ne4'], ['Nxe4', 'Bxe4'], ['a3', 'g6'], ['Rhe1', 'Bg7'], ['Bf1', 'h5\n'], ['Nd2', 'Bxd4'], ['Nxe4', 'dxe4'], ['Bxd4', 'Nxd4'], ['Qxe4', 'Qc5'], ['c3', 'Nc6'], ['Qf4', 'hxg4'], ['hxg4', 'Rhf8\n'], ['Rxd8+', 'Nxd8'], ['Bc4', 'a6'], ['g5', 'Ne6'], ['Bxe6+', 'fxe6'], ['Qe4', 'Qxg5+'], ['Kb1', 'Rf6'], ['Re2', 'Qd5\n'], ['Qe3', 'b6'], ['Rd2', 'Qf5+'], ['Ka2', 'Kb7'], ['Rd7', 'a5'], ['Kb3', 'Qb5+']]",0-1
GCT Blitz Paris 2017,Paris FRA,2017.06.25,17.2,"Caruana,F","Topalov,V",,,B23,"[['e4', 'c5'], ['Nc3', 'd6'], ['Nge2', 'Nf6'], ['h3', 'Nc6'], ['d4', 'cxd4'], ['Nxd4', 'g6'], ['Be3', 'Bg7'], ['Qd2', 'O-O\n'], ['O-O-O', 'Bd7'], ['f4', 'Rc8'], ['Nb3', 'a6'], ['Kb1', 'b5'], ['Qe1', 'Qc7'], ['Bd3', 'Nb4'], ['Rc1', 'Nxd3\n'], ['cxd3', 'Qb8'], ['g4', 'b4'], ['Ne2', 'a5'], ['Qd2', 'a4'], ['Nbd4', 'Qb7'], ['Ng3', 'Rfd8'], ['f5', 'Qa6\n'], ['g5', 'Ne8'], ['h4', 'a3'], ['b3', 'Bb5'], ['Rc4', 'd5'], ['exd5', 'Rxd5'], ['Nxb5', 'Rxb5'], ['fxg6', 'fxg6\n'], ['Qc2', 'Rbb8'], ['Ne4', 'Qe6'], ['Bf4', 'Ra8'], ['Re1', 'Qg4'], ['Bd2', 'Rxc4'], ['Qxc4+', 'Kh8'], ['Bxb4', 'Qxh4\n'], ['Bc3', 'Bxc3'], ['Qxc3+', 'Ng7'], ['Rf1', 'e5'], ['Qxe5', 'Qh3'], ['Qf6', 'Qxd3+'], ['Ka1', 'Qd8'], ['b4', 'Qxf6+\n'], ['gxf6', 'Nf5'], ['b5', 'Rb8'], ['Nc3', 'Kg8'], ['Rb1', 'Kf7'], ['b6', 'Kxf6'], ['Rb4', 'Ke5'], ['Kb1', 'Nd6\n'], ['Kc2', 'h5'], ['Kb3', 'g5'], ['Na4', 'Nb7'], ['Rb5+', 'Kf4'], ['Rd5', 'h4'], ['Rd7', 'h3'], ['Rh7', 'g4\n'], ['Kc4', 'Kg3'], ['Kd5', 'h2'], ['Nc3', 'Na5'], ['Ne2+', 'Kg2'], ['Nf4+', 'Kf3'], ['Rxh2', 'Kxf4'], ['Kc5', 'g3\n'], ['Rh4+', 'Kf3'], ['Kb5', 'g2'], ['Rh3+', 'Kf2'], ['Rh2', 'Nb7'], ['Kc6', 'Nd8+'], ['Kc7', 'Rb7+']]",0-1
GCT Blitz Paris 2017,Paris FRA,2017.06.25,18.2,"Mamedyarov,S","Caruana,F",,,A41,"[['d4', 'd6'], ['Nf3', 'Nf6'], ['g3', 'g6'], ['Bg2', 'Bg7'], ['O-O', 'O-O'], ['c4', 'Bf5'], ['Re1', 'c6'], ['Nc3', 'Ne4\n'], ['Qb3', 'Qb6'], ['g4', 'Nxc3'], ['gxf5', 'Ne4'], ['fxg6', 'hxg6'], ['Qd3', 'd5'], ['b3', 'Nd7'], ['Be3', 'e6\n'], ['h4', 'f5'], ['cxd5', 'exd5'], ['Bf4', 'Rae8'], ['e3', 'Qd8'], ['Kf1', 'Ndf6'], ['Ke2', 'Ng4'], ['Rf1', 'c5\n'], ['Rac1', 'b6'], ['dxc5', 'bxc5'], ['Rc2', 'Rf7'], ['Ng5', 'Rd7'], ['Bf3', 'Ngf6'], ['Rd1', 'c4'], ['bxc4', 'd4\n'], ['c5', 'Nd5'], ['Qc4', 'Kh8'], ['Kf1', 'Nxf4'], ['exf4', 'Qc7'], ['c6', 'Rde7'], ['Bxe4', 'fxe4'], ['Rxd4', 'Qxf4\n'], ['Rd7', 'Qxh4'], ['Rxe7', 'Rxe7'], ['c7', 'Qh1+'], ['Ke2', 'Qh5+'], ['Ke1', 'Qh1+'], ['Ke2', 'Qh5+'], ['Ke1', 'Qh1+\n'], ['Kd2', 'Rd7+'], ['Ke3', 'Qe1+'], ['Kf4', 'Be5+'], ['Kxe5', 'Qa5+'], ['Qc5', '']]",1-0
5th Sinquefield Cup 2017,Saint Louis USA,2017.08.02,1.1,"Caruana,F","Carlsen,M",,,C84,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['O-O', 'Be7'], ['d3', 'b5'], ['Bb3', 'd6'], ['a4', 'b4'], ['a5', 'O-O\n'], ['Nbd2', 'Rb8'], ['Re1', 'Be6'], ['Bxe6', 'fxe6'], ['Nb3', 'Qc8'], ['Qe2', 'Nd8'], ['d4', 'exd4'], ['Nbxd4', 'c5\n'], ['Nb3', 'e5'], ['Nbd2', 'Ne6'], ['Nc4', 'Nd4'], ['Nxd4', 'cxd4'], ['Nb6', 'Qc6'], ['Bg5', 'Bd8'], ['Bxf6', 'Bxb6\n'], ['axb6', 'Rxf6'], ['Rxa6', 'h6'], ['Qd3', 'Rxb6'], ['Rea1', 'Rxa6'], ['Rxa6', 'Qc5'], ['Ra8+', 'Kh7\n'], ['h3', 'b3'], ['Qxb3', 'd3'], ['cxd3', 'Qxf2+'], ['Kh2', 'Qf4+'], ['Kh1', 'Qc1+'], ['Kh2', 'Qf4+'], ['Kh1', 'Qg3\n'], ['Qg8+', 'Kg6'], ['Rf8', 'Qxd3'], ['Rxf6+', 'Kxf6'], ['Qf8+', 'Ke6'], ['Qe8+', 'Kf6'], ['Qf8+', 'Ke6\n'], ['Qe8+', '']]",1/2-1/2
5th Sinquefield Cup 2017,Saint Louis USA,2017.08.03,2.2,"Aronian,L","Caruana,F",,,D27,"[['d4', 'd5'], ['Nf3', 'Nf6'], ['c4', 'dxc4'], ['e3', 'e6'], ['Bxc4', 'c5'], ['O-O', 'a6'], ['Be2', 'cxd4'], ['exd4', 'Nc6\n'], ['Nc3', 'Be7'], ['Be3', 'Ng4'], ['Bf4', 'Nf6'], ['Rc1', 'O-O'], ['Na4', 'Nd5'], ['Bg3', 'Bd6'], ['Bd3', 'Nce7\n'], ['Qb3', 'b6'], ['Be4', 'Rb8'], ['Rfe1', 'Bb7'], ['Nc3', 'Nxc3'], ['Bxb7', 'Nxa2'], ['Qxa2', 'Rxb7'], ['Qxa6', 'Rc7\n'], ['b3', 'Nf5'], ['Rxc7', 'Qxc7'], ['Qb5', 'h6'], ['d5', 'exd5'], ['Qxd5', 'Nxg3'], ['hxg3', 'Rd8'], ['Qb5', 'g6\n'], ['Ne5', 'Qc5'], ['Qxc5', 'Bxc5'], ['Kf1', 'Kg7'], ['Ke2', 'Bb4'], ['Rc1', 'Re8'], ['f4', 'f6'], ['Rc7+', 'Kh8\n'], ['Rc6', 'fxe5'], ['Rxb6', 'exf4+'], ['Kf3', 'Re3+'], ['Kxf4', 'Bd2'], ['Rxg6', 'Kh7'], ['Kf5', 'Rxb3\n'], ['Rd6', 'Bg5'], ['Rd7+', 'Kg8'], ['Kg4', 'Bf6'], ['Kf5', 'Bg7'], ['g4', 'Rb2'], ['g3', 'Rb5+'], ['Ke4', 'Bf6\n'], ['Rd3', 'Rb4+'], ['Kf3', 'Bg5'], ['Rd5', 'Rb3+'], ['Kg2', 'Kf7'], ['Rd6', 'Ke7'], ['Rc6', 'Rd3'], ['Ra6', 'Rd6\n'], ['Ra3', 'Ke6'], ['Kf3', 'Ke5'], ['Ra5+', 'Rd5'], ['Ra3', 'Kd4'], ['Ra4+', 'Kd3'], ['Ra3+', 'Kd2'], ['Ra1', 'Rc5\n'], ['Kf2', 'Rc2'], ['Rb1', 'Bf6'], ['Kg2', 'Ke3+'], ['Kh3', 'Kf2'], ['Rb5', 'Re2'], ['Rb6', 'Bg5'], ['Rb5', 'Bd2\n'], ['Kh2', 'Kf1+'], ['Kh1', 'Re4'], ['Rf5+', 'Ke2'], ['Kg2', 'Rxg4'], ['Rf2+', 'Kd3'], ['Rf6', 'Rd4'], ['Rf1', 'Ke4\n'], ['Rf8', 'Bg5'], ['Rf1', 'Be3'], ['Rf8', 'Rd2+'], ['Kh3', 'Bg1'], ['Kg4', 'Ke5'], ['Rf5+', 'Ke6'], ['Rf1', 'Bd4\n'], ['Rh1', 'Bg7'], ['Kf3', 'Kf5'], ['Rh5+', 'Kg6'], ['Rb5', 'Rd3+'], ['Kf4', 'Bf8'], ['Rb6+', 'Bd6+'], ['Ke4', 'Rd1\n'], ['Kf3', 'Kf5'], ['Rb5+', 'Be5'], ['Rb6', 'h5'], ['Rh6', 'Kg5'], ['Re6', 'Bd6'], ['Re8', 'Rc1'], ['Re6', 'Rd1\n'], ['Re8', 'Rg1'], ['Kf2', 'Rc1'], ['Kf3', 'Kf5'], ['Re3', 'Bc5'], ['Rd3', 'Ke5'], ['Rd2', 'Rc3+'], ['Kg2', 'Ke6\n'], ['Kh3', 'Bd6'], ['Kh4', 'Bxg3+'], ['Kxh5', 'Kf5'], ['Rd5+', 'Be5'], ['Kh4', 'Rc4+']]",0-1
5th Sinquefield Cup 2017,Saint Louis USA,2017.08.04,3.3,"Caruana,F","Nepomniachtchi,I",,,B23,"[['e4', 'c5'], ['Nc3', 'd6'], ['Nge2', 'Nf6'], ['g3', 'g6'], ['Bg2', 'Nc6'], ['d3', 'Bg7'], ['h3', 'Rb8'], ['a4', 'a6'], ['f4', 'Bd7\n'], ['Be3', 'b5'], ['axb5', 'axb5'], ['Qd2', 'b4'], ['Nd1', 'O-O'], ['O-O', 'Qc7'], ['g4', 'Ra8'], ['Rb1', 'Ra2\n'], ['f5', 'Ne5'], ['Bh6', 'Qa7'], ['Kh1', 'Bb5'], ['Bxg7', 'Kxg7'], ['Nf4', 'c4'], ['g5', 'Nfd7'], ['Ne3', 'b3\n'], ['d4', 'bxc2'], ['Nxc2', 'Nd3'], ['Nd5', 'e5'], ['Nc3', 'Qa5'], ['dxe5', 'N7xe5'], ['Nd4', 'Bd7'], ['Rfd1', 'Qc5\n'], ['Nxa2', 'Qxd4'], ['Rf1', 'Bc6'], ['Nc3', 'Rb8'], ['Qe2', 'Rb3'], ['Nd1', 'Nc5'], ['Nc3', 'Ncd3'], ['Nd1', 'Nc5\n'], ['Nc3', '']]",1/2-1/2
5th Sinquefield Cup 2017,Saint Louis USA,2017.08.05,4.2,"Caruana,F","Karjakin,Sergey",,,C65,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'Nf6'], ['d3', 'Bc5'], ['c3', 'd5'], ['exd5', 'Qxd5'], ['Bc4', 'Qd6'], ['Nbd2', 'O-O\n'], ['b4', 'Bb6'], ['a4', 'e4'], ['dxe4', 'Ne5'], ['Qe2', 'a5'], ['O-O', 'Bg4'], ['bxa5', 'Rxa5'], ['Ba3', 'Bc5\n'], ['Bb4', 'Bxb4'], ['cxb4', 'Qxb4'], ['Rfb1', 'Qd6'], ['h3', 'Bxf3'], ['Nxf3', 'b6'], ['Bb5', 'Raa8'], ['Re1', 'Rad8\n'], ['Rac1', 'c5'], ['Rc3', 'g6'], ['Rb3', 'Nxf3+'], ['Qxf3', 'Qe5'], ['Bc4', 'Rd6'], ['Rb5', 'Rd4'], ['Rxb6', 'Rxc4\n'], ['Qxf6', 'Qxf6'], ['Rxf6', 'Rxa4']]",1/2-1/2
5th Sinquefield Cup 2017,Saint Louis USA,2017.08.06,5.2,"Anand,V","Caruana,F",,,A29,"[['c4', 'e5'], ['Nc3', 'Nf6'], ['Nf3', 'Nc6'], ['g3', 'd5'], ['cxd5', 'Nxd5'], ['Bg2', 'Bc5'], ['O-O', 'O-O'], ['d3', 'Bb6\n'], ['Bd2', 'Bg4'], ['Rc1', 'Nxc3'], ['Bxc3', 'Re8'], ['b4', 'Qd6'], ['Nd2', 'Qh6'], ['Nc4', 'Qh5'], ['Rc2', 'Rad8\n'], ['Nxb6', 'cxb6'], ['f3', 'Be6'], ['Qd2', 'b5'], ['f4', 'Bg4'], ['Bxc6', 'bxc6'], ['fxe5', 'f6'], ['exf6', 'Rxe2\n'], ['f7+', 'Kf8'], ['Bxg7+', 'Kxg7'], ['Qc3+', 'Re5'], ['Qd4', 'Qg5'], ['Rc5', 'Rxd4'], ['f8=Q+', 'Kg6\n'], ['Qf7+', '']]",1-0
5th Sinquefield Cup 2017,Saint Louis USA,2017.08.08,6.1,"Caruana,F","Vachier Lagrave,M",,,B96,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'a6'], ['Bg5', 'e6'], ['f4', 'h6'], ['Bh4', 'Qb6\n'], ['a3', 'Be7'], ['Qd3', 'Nbd7'], ['O-O-O', 'g5'], ['fxg5', 'Ne5'], ['Qd2', 'Nh7'], ['Nf3', 'hxg5'], ['Bf2', 'Qc7\n'], ['Be2', 'Bd7'], ['h4', 'Rg8'], ['h5', 'g4'], ['Nxe5', 'dxe5'], ['Bh4', 'Bc6'], ['Qe3', 'Bxh4'], ['Rxh4', 'Qe7\n'], ['Rxg4', 'Rxg4'], ['Bxg4', 'Qg5'], ['Qxg5', 'Nxg5'], ['Bf3', 'Ke7'], ['Kd2', 'Rh8'], ['Rh1', 'f5'], ['Ke3', 'Kf6\n'], ['b4', 'b5']]",1/2-1/2
5th Sinquefield Cup 2017,Saint Louis USA,2017.08.09,7.5,"So,W","Caruana,F",,,D27,"[['d4', 'd5'], ['Nf3', 'Nf6'], ['c4', 'dxc4'], ['e3', 'e6'], ['Bxc4', 'c5'], ['O-O', 'a6'], ['dxc5', 'Bxc5'], ['Qxd8+', 'Kxd8\n'], ['Be2', 'Ke7'], ['Nbd2', 'Nc6'], ['b3', 'Rd8'], ['Bb2', 'b6'], ['a3', 'a5'], ['Rfc1', 'Bb7'], ['Bxf6+', 'gxf6\n'], ['Ne4', 'Bd6'], ['Nxd6', 'Rxd6'], ['Kf1', 'Rad8'], ['g3', 'f5'], ['Ke1', 'Kf6'], ['Rd1', 'Rxd1+'], ['Rxd1', 'Rxd1+\n'], ['Kxd1', 'Ne5'], ['Nxe5', 'Kxe5'], ['Kd2', 'Kd6'], ['Kc3', 'Bc6'], ['b4', 'axb4+'], ['Kxb4', 'h6'], ['Bb5', 'Bf3\n'], ['Be8', 'Ke7'], ['Ba4', 'Kd6'], ['Be8', 'Ke7'], ['Ba4', '']]",1/2-1/2
5th Sinquefield Cup 2017,Saint Louis USA,2017.08.10,8.4,"Caruana,F","Nakamura,Hi",,,E71,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'Bg7'], ['e4', 'd6'], ['h3', 'O-O'], ['Bg5', 'c6'], ['Nf3', 'd5'], ['cxd5', 'cxd5\n'], ['Bxf6', 'exf6'], ['exd5', 'b6'], ['Be2', 'Na6'], ['O-O', 'Nc7'], ['Qb3', 'Bb7'], ['Bc4', 'Rb8'], ['a4', 'a6\n'], ['Rfe1', 'b5'], ['axb5', 'axb5'], ['Bd3', 'b4'], ['Ne4', 'f5'], ['Ned2', 'Nxd5'], ['Bc4', 'Nb6'], ['Qxb4', 'Nxc4\n'], ['Qxc4', 'Bd5'], ['Qc3', 'Qb6'], ['b3', 'Rfd8'], ['Rac1', 'Bh6'], ['Rc2', 'Qb7'], ['Qd3', 'Qa8'], ['Qf1', 'Qb7\n'], ['Rc5', 'Qb4'], ['Rc2', 'Ra8'], ['Rd1', 'Qb7'], ['Re1', 'Rd6'], ['Rc5', 'Ra2'], ['Re8+', 'Kg7'], ['Qe1', 'Bf4\n'], ['g3', 'Bxf3'], ['gxf4', 'Be4'], ['Nxe4', 'fxe4'], ['Qc3', 'Qa6'], ['d5+', 'Kh6'], ['Rg8', 'Ra1+'], ['Kh2', 'Rh1+\n'], ['Kxh1', 'Qf1+'], ['Kh2', 'Qxf2+'], ['Kh1', 'Qf1+'], ['Kh2', 'Qf2+'], ['Kh1', 'Qf1+']]",1/2-1/2
5th Sinquefield Cup 2017,Saint Louis USA,2017.08.11,9.5,"Svidler,P","Caruana,F",,,A20,"[['c4', 'e5'], ['g3', 'Nf6'], ['Bg2', 'c6'], ['Nf3', 'e4'], ['Nd4', 'Qb6'], ['Nb3', 'a5'], ['d3', 'a4'], ['N3d2', 'd5'], ['cxd5', 'exd3\n'], ['O-O', 'cxd5'], ['exd3', 'Be7'], ['Nc3', 'Qa5'], ['Re1', 'Nc6'], ['b4', 'axb3'], ['Bb2', 'Qd8'], ['Qxb3', 'Be6\n'], ['Ne2', 'Bb4'], ['Red1', 'O-O'], ['Nf4', 'Bc5'], ['Nf3', 'Bg4'], ['Rac1', 'Bxf3'], ['Bxf3', 'Nd4'], ['Bxd4', 'Bxd4\n'], ['Rc2', 'b6'], ['Bxd5', 'Ra7'], ['Bf3', 'Re8'], ['Ne2', 'h5'], ['Nxd4', 'Qxd4'], ['Rc4', 'Qe5'], ['a4', 'Qa5\n'], ['Kg2', 'Rd8'], ['d4', 'Nd5'], ['Rdc1', 'g6'], ['Rc8', 'Rd7'], ['Qc4', 'Kg7'], ['Rxd8', 'Rxd8'], ['Rb1', 'Nf6\n'], ['d5', 'Ra8'], ['d6', 'Ra7'], ['Rd1', 'Nd7'], ['Bc6', 'Qc5'], ['Qd4+', 'Qxd4'], ['Rxd4', 'Kf6'], ['Re4', '']]",1-0
Saint Louis Rapid 2017,Saint Louis USA,2017.08.14,1.3,Le Quang Liem,"Caruana,F",,,D20,"[['d4', 'd5'], ['c4', 'dxc4'], ['e4', 'Nf6'], ['e5', 'Nd5'], ['Bxc4', 'Nb6'], ['Bd3', 'Nc6'], ['Ne2', 'Bg4'], ['f3', 'Bh5\n'], ['Nbc3', 'e6'], ['Be4', 'Bg6'], ['O-O', 'Be7'], ['Be3', 'Bxe4'], ['fxe4', 'O-O'], ['Nf4', 'Bg5'], ['Kh1', 'Qe7\n'], ['Qh5', 'h6'], ['Rad1', 'Nc4'], ['Bc1', 'Rad8'], ['b3', 'Nb6'], ['Nce2', 'Rd7'], ['Rd3', 'Rfd8'], ['Rg3', 'Nxd4\n'], ['Nxd4', 'Rxd4'], ['Nxe6', 'fxe6'], ['Bxg5', 'Qe8'], ['Qxe8+', 'Rxe8'], ['Bxh6', 'Re7'], ['Rg4', 'Nd7\n'], ['Be3', 'Rd3'], ['Bf4', 'Rd4'], ['Re1', 'c5'], ['h3', 'b5'], ['Rg3', 'Rf7'], ['Bc1', 'c4'], ['Kh2', 'a5'], ['bxc4', 'Rxc4\n'], ['Bb2', 'Rc2'], ['Bd4', 'Rxa2'], ['Rd1', 'b4'], ['Rg6', 'Nf8'], ['Rg3', 'Rd7'], ['Rf3', 'Ng6'], ['Rg3', 'Kh7\n'], ['Rg5', 'b3'], ['Rh5+', 'Kg8'], ['Rg5', 'b2'], ['Rxg6', 'Rxd4'], ['Rxd4', 'b1=Q'], ['Rd7', 'Kf8'], ['Rdxg7', 'Ke8\n'], ['Ra7', 'Kf8'], ['Ra8+', 'Kf7'], ['Rag8', '']]",1-0
Saint Louis Rapid 2017,Saint Louis USA,2017.08.14,2.5,"Navara,D","Caruana,F",,,D20,"[['d4', 'd5'], ['c4', 'dxc4'], ['e4', 'Nf6'], ['e5', 'Nd5'], ['Bxc4', 'Nb6'], ['Bd3', 'Nc6'], ['Be3', 'Nb4'], ['Be4', 'f5\n'], ['a3', 'N4d5'], ['Bf3', 'Bd7'], ['Nh3', 'Bc6'], ['Nc3', 'e6'], ['O-O', 'Qd7'], ['Bg5', 'Be7'], ['Bxd5', 'Nxd5\n'], ['Qh5+', 'g6'], ['Qh6', 'O-O-O'], ['Bxe7', 'Qxe7'], ['Rac1', 'Rd7'], ['Rfd1', 'Rhd8'], ['Ng5', 'Nf4\n'], ['Nxh7', 'Rxd4'], ['Rxd4', 'Rxd4'], ['Nf6', 'Qd8'], ['h3', 'Bxg2'], ['Kh2', 'Bc6'], ['Rg1', 'b6'], ['Nce4', 'Bxe4\n'], ['Qxf4', 'Bc6'], ['Qc1', 'Kb7'], ['Qc3', 'Rd3'], ['Qc4', 'g5'], ['Rxg5', 'Rd1'], ['Rg1', 'Qd2'], ['Qh4', 'Rxg1\n'], ['Kxg1', 'Qe1+'], ['Kh2', 'Qh1+'], ['Kg3', 'Qf3+']]",0-1
Saint Louis Rapid 2017,Saint Louis USA,2017.08.14,3.2,"Caruana,F","Karjakin,Sergey",,,E21,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nc3', 'Bb4'], ['Nf3', 'b6'], ['e3', 'Bb7'], ['Bd3', 'O-O'], ['O-O', 'd5'], ['cxd5', 'exd5\n'], ['Ne5', 'c5'], ['f4', 'Nc6'], ['Ne2', 'c4'], ['Bc2', 'Ne7'], ['Ng3', 'Nc8'], ['Nh5', 'Be7'], ['b3', 'cxb3\n'], ['axb3', 'Nd6'], ['Nxf6+', 'Bxf6'], ['Ba3', 'Bc8'], ['Qf3', 'Bb7'], ['Bd3', 'a5'], ['Rac1', 'a4'], ['Qh3', 'g6\n'], ['Nd7', 'Be7'], ['Nxf8', 'Bxf8'], ['f5', 'axb3'], ['fxg6', 'hxg6'], ['Bxg6', 'fxg6'], ['Qe6+', 'Kh7\n'], ['Bxd6', 'Qxd6'], ['Rf7+', 'Kh6'], ['Qh3+', 'Kg5'], ['g3', '']]",1-0
Saint Louis Rapid 2017,Saint Louis USA,2017.08.15,4.2,"Nakamura,Hi","Caruana,F",,,A06,"[['Nf3', 'd5'], ['b3', 'c5'], ['Bb2', 'f6'], ['Nc3', 'Nc6'], ['d4', 'cxd4'], ['Nxd4', 'e5'], ['Nxc6', 'bxc6'], ['e4', 'Be6\n'], ['Bd3', 'Bd6'], ['Qh5+', 'g6'], ['Qf3', 'd4'], ['Na4', 'Kf7'], ['c3', 'c5'], ['Qe2', 'Ne7'], ['O-O', 'Rc8\n'], ['Ba6', 'Rc7'], ['Rac1', 'Nc6'], ['Ba3', 'Qe7'], ['Bc4', 'Nd8'], ['Bb5', 'Nb7'], ['Bc4', 'Rhc8'], ['Rfd1', 'Kg7\n'], ['Nb2', 'Rc6'], ['Bb5', 'R6c7'], ['Nc4', 'Bxc4'], ['Bxc4', 'Nd8'], ['Rc2', 'Ne6'], ['Rdc1', 'h5'], ['g3', 'Qd7\n'], ['h4', 'Be7'], ['Rd1', 'Bd6'], ['Kg2', 'Qe7'], ['Bc1', 'Rh8'], ['Bd2', 'Rd7'], ['Rdc1', 'Bc7'], ['Qf3', 'Bb6\n'], ['a4', 'Rhd8'], ['Be1', 'a5'], ['Bd2', 'Rd6'], ['Re1', 'Qd7'], ['Bc1', 'Qe7'], ['Ba3', 'R6d7'], ['Rec1', 'Rd6\n'], ['Rd2', 'Qb7'], ['Re1', 'R8d7'], ['Rdd1', 'Rd8'], ['Bc1', 'Qe7'], ['Rh1', 'Qd7'], ['Rhe1', 'Qe7'], ['Ba3', 'Qb7\n'], ['Rb1', 'Qc6'], ['Rbc1', 'Qb7'], ['cxd4', 'Nxd4'], ['Qe3', 'f5'], ['f3', 'Rf6'], ['Bd5', 'Rxd5'], ['exd5', 'Qxd5\n'], ['Rc3', 'Re6'], ['Bc1', 'e4'], ['Qh6+', 'Kg8'], ['fxe4', 'fxe4'], ['Qe3', 'Bc7'], ['Rc4', 'Bd6'], ['Rd1', 'Rf6\n'], ['Rcxd4', 'cxd4'], ['Qxd4', 'Qf5'], ['Qd5+', 'Qxd5'], ['Rxd5', 'Bc7'], ['Rc5', 'Bb6'], ['Rc8+', 'Kf7\n'], ['Bf4', 'Re6'], ['Kf1', 'Kf6'], ['Ke2', 'Kf5'], ['Rc4', 'Kg4'], ['b4', 'axb4'], ['Rxb4', 'g5'], ['Bxg5', 'Kxg3\n'], ['Rb5', 'Bg1'], ['Bd8', 'Rc6'], ['Rg5+', 'Kh2'], ['a5', 'Rc2+'], ['Kd1', 'Ra2'], ['Bc7+', 'Kh1'], ['Rxh5', 'e3\n'], ['Re5', 'Kg2'], ['Bb6', 'Kf3'], ['Kc1', 'e2'], ['Kb1', 'Rd2'], ['Bxg1', 'Rd1+'], ['Kb2', 'e1=Q'], ['Rxe1', 'Rxe1\n'], ['Bb6', '']]",1/2-1/2
